LAN,EMP_ID,BRANCH_CODE,PRODUCT_CODE,LOGIN_DATE,LOGIN_FLAG,FLAG2,INCOME_SANCTION_FLAG,FINAL_SANCTION_FLAG,BOOKING_FLAG,FINALLOANAMOUNT,LOGIN_AMT,INCOME_SANCTION_AMT,FINAL_SANCTION_AMT,BOOKING_AMT
1715800,49,1,3,219,1,1,0,0,0,10400000,10400000, -   , -   , -   
1535441,79,4,2,260,1,1,0,0,0,5700000,5700000, -   , -   , -   
1482456,75,2,1,278,1,1,1,1,1,10800000,10800000,10800000,10800000,10800000
1934483,46,2,1,162,1,1,1,0,0,7200000,7200000,7200000, -   , -   
1508546,24,4,1,138,1,1,1,1,1,11200000,11200000,11200000,11200000,11200000
1690326,98,4,1,341,1,1,0,0,0,8000000,8000000, -   , -   , -   
1073757,1,4,2,318,1,1,1,0,0,7800000,7800000,7800000, -   , -   
1650376,85,2,3,57,1,1,0,0,0,12400000,12400000, -   , -   , -   
1910261,69,7,1,254,1,1,1,0,0,13600000,13600000,13600000, -   , -   
1472264,100,1,2,156,1,1,0,0,0,8800000,8800000, -   , -   , -   
1184653,80,5,3,360,1,1,1,1,0,5600000,5600000,5600000,5600000, -   
1942484,95,2,1,228,1,1,1,0,0,7600000,7600000,7600000, -   , -   
1436078,55,7,3,349,1,1,1,1,1,9300000,9300000,9300000,9300000,9300000
1118853,76,2,3,290,1,1,0,0,0,12600000,12600000, -   , -   , -   
1823663,63,6,3,275,1,1,0,0,0,7700000,7700000, -   , -   , -   
1084573,10,1,3,302,1,1,1,1,1,8600000,8600000,8600000,8600000,8600000
1467752,12,4,1,44,1,1,1,0,0,9100000,9100000,9100000, -   , -   
1450165,98,7,3,283,1,1,0,0,0,9100000,9100000, -   , -   , -   
1236295,7,6,2,280,1,1,1,0,0,7800000,7800000,7800000, -   , -   
1418944,35,5,2,26,1,1,0,0,0,5500000,5500000, -   , -   , -   
1979546,4,1,1,38,1,1,1,0,0,10900000,10900000,10900000, -   , -   
1151665,48,3,1,23,1,1,1,1,0,14900000,14900000,14900000,14900000, -   
1866623,48,6,1,71,1,1,0,0,0,5600000,5600000, -   , -   , -   
1932551,54,7,2,51,1,1,0,0,0,13300000,13300000, -   , -   , -   
1536554,13,1,3,12,1,1,1,1,1,9800000,9800000,9800000,9800000,9800000
1156914,44,2,1,57,1,1,0,0,0,10400000,10400000, -   , -   , -   
1078207,97,5,2,281,1,1,1,1,1,13600000,13600000,13600000,13600000,13600000
1775607,53,2,3,323,1,1,0,0,0,5800000,5800000, -   , -   , -   
1918954,58,5,3,324,1,1,1,0,0,11100000,11100000,11100000, -   , -   
1778734,50,5,3,196,1,1,1,0,0,6300000,6300000,6300000, -   , -   
1559140,82,2,1,103,1,1,0,0,0,5600000,5600000, -   , -   , -   
1579401,36,5,1,327,1,1,0,0,0,5900000,5900000, -   , -   , -   
1390631,3,2,2,58,1,1,0,0,0,10600000,10600000, -   , -   , -   
1180177,1,3,1,180,1,1,1,1,1,14700000,14700000,14700000,14700000,14700000
1224546,93,3,3,119,1,1,0,0,0,7100000,7100000, -   , -   , -   
1555503,9,3,2,63,1,1,1,1,0,6500000,6500000,6500000,6500000, -   
1951534,66,6,1,91,1,1,1,1,1,7600000,7600000,7600000,7600000,7600000
1218045,77,5,3,281,1,1,1,1,1,8900000,8900000,8900000,8900000,8900000
1348651,57,6,1,351,1,1,1,0,0,7900000,7900000,7900000, -   , -   
1767610,54,5,1,97,1,1,1,1,1,14500000,14500000,14500000,14500000,14500000
1148807,97,4,2,231,1,1,0,0,0,13500000,13500000, -   , -   , -   
1994901,73,4,1,279,1,1,0,0,0,13100000,13100000, -   , -   , -   
1936776,51,1,3,69,1,1,0,0,0,9900000,9900000, -   , -   , -   
1896900,46,7,3,67,1,1,0,0,0,8700000,8700000, -   , -   , -   
1376308,74,4,3,69,1,1,1,0,0,12000000,12000000,12000000, -   , -   
1911386,20,2,2,198,1,1,1,0,0,7700000,7700000,7700000, -   , -   
1968443,73,7,1,104,1,1,0,0,0,11400000,11400000, -   , -   , -   
1168707,90,4,3,32,1,1,0,0,0,11000000,11000000, -   , -   , -   
1278563,2,6,3,230,1,1,1,0,0,5600000,5600000,5600000, -   , -   
1459597,49,3,2,304,1,1,0,0,0,6200000,6200000, -   , -   , -   
1010142,51,4,2,287,1,1,0,0,0,9500000,9500000, -   , -   , -   
1525929,10,1,1,263,1,1,1,1,1,10800000,10800000,10800000,10800000,10800000
1836598,6,6,2,202,1,1,0,0,0,9800000,9800000, -   , -   , -   
1720026,1,1,3,329,1,1,1,1,0,9500000,9500000,9500000,9500000, -   
1252293,47,3,3,285,1,1,1,1,1,11500000,11500000,11500000,11500000,11500000
1339197,21,5,2,177,1,1,1,1,0,6200000,6200000,6200000,6200000, -   
1673335,8,6,2,129,1,1,0,0,0,8600000,8600000, -   , -   , -   
1743286,38,2,2,67,1,1,0,0,0,8300000,8300000, -   , -   , -   
1038814,36,7,3,133,1,1,1,0,0,9900000,9900000,9900000, -   , -   
1531937,92,6,1,10,1,1,1,1,0,8800000,8800000,8800000,8800000, -   
1872748,84,6,3,261,1,1,0,0,0,12500000,12500000, -   , -   , -   
1136292,31,6,1,99,1,1,0,0,0,5800000,5800000, -   , -   , -   
1657097,64,1,1,114,1,1,1,0,0,7600000,7600000,7600000, -   , -   
1048518,7,6,2,106,1,1,1,1,1,8600000,8600000,8600000,8600000,8600000
1013419,61,2,1,27,1,1,0,0,0,14000000,14000000, -   , -   , -   
1516517,39,5,2,24,1,1,1,0,0,10600000,10600000,10600000, -   , -   
1918071,56,6,3,118,1,1,1,0,0,7200000,7200000,7200000, -   , -   
1788391,14,6,3,363,1,1,1,1,0,6900000,6900000,6900000,6900000, -   
1401483,11,1,3,143,1,1,0,0,0,5500000,5500000, -   , -   , -   
1005740,91,5,3,303,1,1,0,0,0,11000000,11000000, -   , -   , -   
1238192,95,6,2,240,1,1,1,1,1,9500000,9500000,9500000,9500000,9500000
1843713,11,4,2,338,1,1,0,0,0,12200000,12200000, -   , -   , -   
1285519,65,5,2,202,1,1,0,0,0,9700000,9700000, -   , -   , -   
1100183,43,7,3,226,1,1,0,0,0,6500000,6500000, -   , -   , -   
1423384,91,3,2,35,1,1,0,0,0,6000000,6000000, -   , -   , -   
1327184,45,6,2,17,1,1,1,0,0,9900000,9900000,9900000, -   , -   
1864502,53,5,1,320,1,1,0,0,0,12000000,12000000, -   , -   , -   
1269715,50,3,1,247,1,1,0,0,0,10000000,10000000, -   , -   , -   
1782157,82,5,1,189,1,1,1,1,0,5500000,5500000,5500000,5500000, -   
1510542,11,7,2,110,1,1,0,0,0,11800000,11800000, -   , -   , -   
1059249,91,4,1,350,1,1,1,1,0,8000000,8000000,8000000,8000000, -   
1491241,4,3,2,203,1,1,1,0,0,11600000,11600000,11600000, -   , -   
1190659,89,7,3,11,1,1,1,0,0,5200000,5200000,5200000, -   , -   
1873774,99,7,2,16,1,1,1,1,1,14400000,14400000,14400000,14400000,14400000
1716546,96,2,3,320,1,1,1,1,1,10100000,10100000,10100000,10100000,10100000
1818519,81,1,3,273,1,1,0,0,0,5700000,5700000, -   , -   , -   
1027966,21,2,1,296,1,1,0,0,0,10000000,10000000, -   , -   , -   
1581656,54,6,3,232,1,1,0,0,0,5000000,5000000, -   , -   , -   
1014135,5,6,3,329,1,1,1,0,0,9200000,9200000,9200000, -   , -   
1699611,13,6,1,54,1,1,0,0,0,7000000,7000000, -   , -   , -   
1208110,11,2,3,168,1,1,1,1,1,10200000,10200000,10200000,10200000,10200000
1894607,29,5,1,89,1,1,0,0,0,11000000,11000000, -   , -   , -   
1564306,72,2,2,24,1,1,1,1,1,7900000,7900000,7900000,7900000,7900000
1340805,91,4,1,148,1,1,0,0,0,11300000,11300000, -   , -   , -   
1287857,83,2,1,250,1,1,0,0,0,10800000,10800000, -   , -   , -   
1671560,52,3,2,203,1,1,1,0,0,13200000,13200000,13200000, -   , -   
1564423,31,6,2,334,1,1,1,0,0,12300000,12300000,12300000, -   , -   
1210561,2,6,1,292,1,1,1,1,0,10900000,10900000,10900000,10900000, -   
1997803,77,4,2,16,1,1,0,0,0,14900000,14900000, -   , -   , -   
1027664,46,1,3,5,1,1,1,1,1,9300000,9300000,9300000,9300000,9300000
1474996,10,3,3,218,1,1,1,0,0,7700000,7700000,7700000, -   , -   
1611175,34,1,1,85,1,1,1,0,0,7900000,7900000,7900000, -   , -   
1206009,81,5,2,338,1,1,0,0,0,14800000,14800000, -   , -   , -   
1391010,3,2,2,123,1,1,1,1,0,6600000,6600000,6600000,6600000, -   
1172393,94,6,2,211,1,1,0,0,0,5300000,5300000, -   , -   , -   
1187483,74,6,1,273,1,1,0,0,0,13200000,13200000, -   , -   , -   
1925972,6,1,2,169,1,1,0,0,0,7500000,7500000, -   , -   , -   
1327359,65,2,1,180,1,1,1,1,1,7200000,7200000,7200000,7200000,7200000
1813198,94,6,1,79,1,1,1,1,0,9000000,9000000,9000000,9000000, -   
1924410,37,5,3,19,1,1,1,0,0,5000000,5000000,5000000, -   , -   
1709452,22,2,2,265,1,1,1,1,1,6000000,6000000,6000000,6000000,6000000
1696004,62,1,1,112,1,1,1,1,1,5100000,5100000,5100000,5100000,5100000
1428292,30,2,1,151,1,1,0,0,0,13000000,13000000, -   , -   , -   
1789866,44,5,1,337,1,1,0,0,0,6200000,6200000, -   , -   , -   
1019945,59,6,2,169,1,1,0,0,0,11000000,11000000, -   , -   , -   
1113287,31,5,1,81,1,1,1,0,0,12900000,12900000,12900000, -   , -   
1066754,48,2,2,80,1,1,1,1,1,10800000,10800000,10800000,10800000,10800000
1982289,6,4,1,365,1,1,1,0,0,5500000,5500000,5500000, -   , -   
1741135,64,5,2,48,1,1,0,0,0,8400000,8400000, -   , -   , -   
1862379,62,5,2,11,1,1,0,0,0,6900000,6900000, -   , -   , -   
1008239,49,1,3,163,1,1,1,1,1,5600000,5600000,5600000,5600000,5600000
1675663,27,6,2,277,1,1,1,1,1,9900000,9900000,9900000,9900000,9900000
1404513,33,2,3,94,1,1,1,1,1,8100000,8100000,8100000,8100000,8100000
1914750,25,3,3,346,1,1,1,0,0,9800000,9800000,9800000, -   , -   
1545205,22,1,3,160,1,1,1,1,0,8100000,8100000,8100000,8100000, -   
1450373,37,4,1,141,1,1,0,0,0,11800000,11800000, -   , -   , -   
1879729,47,6,3,307,1,1,1,0,0,9600000,9600000,9600000, -   , -   
1073573,92,6,2,252,1,1,0,0,0,7700000,7700000, -   , -   , -   
1964254,3,5,3,299,1,1,0,0,0,14000000,14000000, -   , -   , -   
1563883,34,3,1,37,1,1,0,0,0,11300000,11300000, -   , -   , -   
1901272,54,6,2,122,1,1,0,0,0,11900000,11900000, -   , -   , -   
1987466,45,2,2,205,1,1,1,0,0,5300000,5300000,5300000, -   , -   
1210336,95,5,1,154,1,1,0,0,0,13700000,13700000, -   , -   , -   
1128392,46,3,1,34,1,1,1,1,0,12300000,12300000,12300000,12300000, -   
1959742,43,6,1,108,1,1,1,0,0,5100000,5100000,5100000, -   , -   
1343324,72,5,1,15,1,1,1,1,0,13500000,13500000,13500000,13500000, -   
1955534,46,1,1,224,1,1,1,1,0,11600000,11600000,11600000,11600000, -   
1874093,49,1,3,228,1,1,0,0,0,12900000,12900000, -   , -   , -   
1312372,67,4,3,269,1,1,1,1,0,10700000,10700000,10700000,10700000, -   
1984276,96,4,3,348,1,1,1,1,1,6300000,6300000,6300000,6300000,6300000
1795677,41,4,3,345,1,1,0,0,0,12000000,12000000, -   , -   , -   
1616983,71,4,1,96,1,1,1,0,0,10100000,10100000,10100000, -   , -   
1707164,71,6,1,314,1,1,0,0,0,7700000,7700000, -   , -   , -   
1835142,11,6,2,68,1,1,1,0,0,10600000,10600000,10600000, -   , -   
1139100,27,3,2,213,1,1,0,0,0,13700000,13700000, -   , -   , -   
1807776,10,2,2,127,1,1,1,1,0,6300000,6300000,6300000,6300000, -   
1843737,39,3,2,299,1,1,1,0,0,8300000,8300000,8300000, -   , -   
1723119,89,6,3,109,1,1,0,0,0,5700000,5700000, -   , -   , -   
1114126,24,6,3,142,1,1,0,0,0,10300000,10300000, -   , -   , -   
1772162,64,7,3,199,1,1,1,1,1,11500000,11500000,11500000,11500000,11500000
1757925,11,6,2,265,1,1,1,0,0,7500000,7500000,7500000, -   , -   
1803947,62,7,2,209,1,1,0,0,0,7500000,7500000, -   , -   , -   
1046477,95,3,1,172,1,1,1,1,0,11900000,11900000,11900000,11900000, -   
1477612,80,4,1,294,1,1,1,0,0,11600000,11600000,11600000, -   , -   
1260510,43,2,1,163,1,1,1,1,0,8700000,8700000,8700000,8700000, -   
1098298,95,6,2,36,1,1,1,1,0,7200000,7200000,7200000,7200000, -   
1811472,89,1,1,28,1,1,1,1,1,8400000,8400000,8400000,8400000,8400000
1588140,61,3,2,191,1,1,1,0,0,7400000,7400000,7400000, -   , -   
1101656,8,1,1,11,1,1,0,0,0,13600000,13600000, -   , -   , -   
1198878,96,6,1,20,1,1,1,1,1,14400000,14400000,14400000,14400000,14400000
1679146,24,4,1,2,1,1,0,0,0,6400000,6400000, -   , -   , -   
1550394,71,6,3,167,1,1,0,0,0,15000000,15000000, -   , -   , -   
1112300,58,6,2,139,1,1,1,0,0,6800000,6800000,6800000, -   , -   
1153050,54,6,2,357,1,1,1,1,1,11600000,11600000,11600000,11600000,11600000
1584446,53,4,2,221,1,1,0,0,0,9400000,9400000, -   , -   , -   
1390225,77,5,1,154,1,1,1,1,1,13500000,13500000,13500000,13500000,13500000
1490736,69,2,3,212,1,1,0,0,0,13400000,13400000, -   , -   , -   
1888094,97,4,3,208,1,1,1,1,1,6900000,6900000,6900000,6900000,6900000
1480871,63,1,3,63,1,1,1,1,1,8500000,8500000,8500000,8500000,8500000
1241338,38,7,3,31,1,1,0,0,0,11100000,11100000, -   , -   , -   
1354003,67,2,1,223,1,1,1,0,0,10400000,10400000,10400000, -   , -   
1389902,79,3,1,355,1,1,0,0,0,6800000,6800000, -   , -   , -   
1412576,100,7,1,221,1,1,1,1,1,11700000,11700000,11700000,11700000,11700000
1510302,88,4,3,290,1,1,1,1,0,8700000,8700000,8700000,8700000, -   
1431047,16,6,3,78,1,1,0,0,0,7800000,7800000, -   , -   , -   
1224465,52,5,2,317,1,1,1,1,0,13700000,13700000,13700000,13700000, -   
1533401,30,4,1,82,1,1,0,0,0,9900000,9900000, -   , -   , -   
1298444,95,4,1,322,1,1,0,0,0,14400000,14400000, -   , -   , -   
1675204,48,7,1,247,1,1,1,0,0,12000000,12000000,12000000, -   , -   
1907487,16,1,1,44,1,1,1,0,0,8400000,8400000,8400000, -   , -   
1684949,42,7,2,138,1,1,0,0,0,13400000,13400000, -   , -   , -   
1342277,62,3,1,236,1,1,0,0,0,8600000,8600000, -   , -   , -   
1813935,49,6,1,115,1,1,0,0,0,8400000,8400000, -   , -   , -   
1270215,27,5,2,11,1,1,0,0,0,14000000,14000000, -   , -   , -   
1664683,3,4,3,221,1,1,0,0,0,14400000,14400000, -   , -   , -   
1774943,62,3,1,179,1,1,1,0,0,14100000,14100000,14100000, -   , -   
1351016,62,4,1,289,1,1,1,1,1,12200000,12200000,12200000,12200000,12200000
1018442,73,3,1,188,1,1,0,0,0,11000000,11000000, -   , -   , -   
1261711,88,2,3,271,1,1,1,0,0,7100000,7100000,7100000, -   , -   
1574037,71,4,2,189,1,1,0,0,0,9900000,9900000, -   , -   , -   
1865250,19,7,2,108,1,1,1,0,0,5000000,5000000,5000000, -   , -   
1676145,26,4,2,248,1,1,0,0,0,10400000,10400000, -   , -   , -   
1871024,55,4,1,143,1,1,1,0,0,7900000,7900000,7900000, -   , -   
1336557,9,6,1,252,1,1,1,0,0,8900000,8900000,8900000, -   , -   
1895066,17,7,1,334,1,1,0,0,0,7800000,7800000, -   , -   , -   
1029099,98,5,2,74,1,1,1,1,0,7800000,7800000,7800000,7800000, -   
1686485,10,4,2,252,1,1,0,0,0,6200000,6200000, -   , -   , -   
1055553,76,1,3,92,1,1,0,0,0,8400000,8400000, -   , -   , -   
1223428,3,4,2,196,1,1,1,1,0,10200000,10200000,10200000,10200000, -   
1447071,53,7,2,210,1,1,0,0,0,12700000,12700000, -   , -   , -   
1668365,93,2,3,26,1,1,1,0,0,6100000,6100000,6100000, -   , -   
1928415,50,7,2,234,1,1,0,0,0,7100000,7100000, -   , -   , -   
1786570,22,7,2,184,1,1,1,1,0,13500000,13500000,13500000,13500000, -   
1211752,92,6,1,264,1,1,1,0,0,13100000,13100000,13100000, -   , -   
1651851,74,7,2,204,1,1,1,0,0,7800000,7800000,7800000, -   , -   
1800025,75,7,2,346,1,1,0,0,0,5300000,5300000, -   , -   , -   
1807960,17,3,1,215,1,1,1,1,1,13600000,13600000,13600000,13600000,13600000
1506993,91,5,2,231,1,1,0,0,0,14200000,14200000, -   , -   , -   
1334214,46,7,2,362,1,1,0,0,0,9900000,9900000, -   , -   , -   
1743634,55,5,2,292,1,1,0,0,0,7800000,7800000, -   , -   , -   
1022525,22,6,2,343,1,1,1,1,0,6000000,6000000,6000000,6000000, -   
1368408,81,7,1,364,1,1,1,0,0,7700000,7700000,7700000, -   , -   
1306022,85,4,1,109,1,1,1,1,1,6000000,6000000,6000000,6000000,6000000
1872454,42,4,3,364,1,1,0,0,0,9000000,9000000, -   , -   , -   
1701455,7,3,2,73,1,1,0,0,0,11500000,11500000, -   , -   , -   
1594388,13,4,3,346,1,1,0,0,0,13000000,13000000, -   , -   , -   
1730077,71,6,3,160,1,1,1,1,1,10600000,10600000,10600000,10600000,10600000
1704955,9,5,3,6,1,1,1,1,0,10100000,10100000,10100000,10100000, -   
1055011,67,3,2,305,1,1,0,0,0,14600000,14600000, -   , -   , -   
1941973,11,4,1,90,1,1,0,0,0,12200000,12200000, -   , -   , -   
1410519,25,3,3,233,1,1,1,0,0,14600000,14600000,14600000, -   , -   
1967334,5,3,3,69,1,1,0,0,0,13800000,13800000, -   , -   , -   
1588967,86,1,3,18,1,1,1,0,0,8600000,8600000,8600000, -   , -   
1270673,87,2,1,82,1,1,1,0,0,10700000,10700000,10700000, -   , -   
